Unit,Season,Bulls,Cows,Calves,Total Harvest,Total Hunters,Percent Success,Total Rec. Days,Category,Antlerless,TH23,PS23,TH22,PS22,threeyearsuccess,threeyearshunters,slope,gmu_area_sqmi,public_sqmi,percent_public,latitude,longitude,Acres,Acres Public,harvestunit,Hunters Density Per Sq. Mile,Hunters Density Per Public Sq. Mile,onx,Tags,OTC,OTCCat
47,NA,32,NA,NA,32,183,18,Not Reported,Antlered Second Rifle Seasons (No PLO or Either-sex tags included),0,162,21,89,23,21%,145,-2.5000000000000036,  491,  449,91%,39.2521324446307,-106.72215457856792,"  313,938","  287,199",47 Antlered Second Rifle Seasons (No PLO or Either-sex tags included),373.1,407.8,https://webmap.onxmaps.com/hunt/map#9.45/39.2521324446307/-106.722154578568,"EM044O1R,EF044O1R,EM044O1M,EF044O1M,EE044O1A,EF047O2R,EF047O3R,EM047O4R,EF047O4R,EM000U2R,EM000U3R",OTC2R,Second Season Antlered
52,NA,55,NA,NA,55,323,17,Not Reported,Antlered Second Rifle Seasons (No PLO or Either-sex tags included),0,342,11,263,12,13%,309,2.499999999999999,  438,  209,48%,38.933562970656375,-107.82856496028106,"  280,103","  133,845",52 Antlered Second Rifle Seasons (No PLO or Either-sex tags included),738,1544.5,https://webmap.onxmaps.com/hunt/map#9.45/38.9335629706564/-107.828564960281,"EM041O1R,EF041O1R,EM041O1M,EF041O1M,EE052O1A,EF052O2R,EF052O3R,EM041O4R,EF052O4R,EE041P1R,EE052P1A,EE041P4R,EF052P5R,EM000U2R,EM000U3R",OTC2R,Second Season Antlered
53,NA,62,NA,NA,62,412,15,Not Reported,Antlered Second Rifle Seasons (No PLO or Either-sex tags included),0,351,15,389,15,15%,384,-1.5383701491068516e-15,  654,  502,77%,38.80692865630043,-107.42091057473463,"  418,286","  321,541",53 Antlered Second Rifle Seasons (No PLO or Either-sex tags included),630.4,820.1,https://webmap.onxmaps.com/hunt/map#9.45/38.8069286563004/-107.420910574735,"EM053O1R,EF053O1R,EM053O1M,EF053O1M,EF053O2R,EF053O3R,EM053O4R,EF053O4R,EE053P1R,EE053P4R,EF053P5R,EE000U1A,EM000U2R,EM000U3R,EE053V1A",OTC2R,Second Season Antlered
59,NA,13,NA,NA,13,102,13,Not Reported,Antlered Second Rifle Seasons (No PLO or Either-sex tags included),0,94,3,152,11,9%,116,0.9999999999999991,"1,062",  359,34%,38.63553152685768,-104.93071633472243,"  679,587","  229,780",59 Antlered Second Rifle Seasons (No PLO or Either-sex tags included),96.1,284.1,https://webmap.onxmaps.com/hunt/map#9.45/38.6355315268577/-104.930716334722,"EM059O1R,EF059O1R,EM059O1M,EF059O1M,EF059O2R,EF059O3R,EM059O4R,EF059O4R,EF059P5R,EE000U1A,EM000U2R,EM000U3R,EE059V1A,EF059V1A",OTC2R,Second Season Antlered
60,NA,16,NA,NA,16,124,13,Not Reported,Antlered Second Rifle Seasons (No PLO or Either-sex tags included),0,97,13,51,33,20%,91,-10.000000000000004,  388,  324,83%,38.49077774149176,-108.96862146303388,"  248,568","  207,519",60 Antlered Second Rifle Seasons (No PLO or Either-sex tags included),319.3,382.4,https://webmap.onxmaps.com/hunt/map#9.45/38.4907777414918/-108.968621463034,"EM060O1R,EF060O1R,EM060O1M,EF060O1M,EF060O2R,EF060O3R,EE060O4R,EF060O4R,EE060P1R,EE060P4R,EF060P5R,EF060P6R,EE000U1A,EM000U2R,EM000U3R,EE060V1A",OTC2R,Second Season Antlered
62,NA,224,NA,NA,224,1364,16,Not Reported,Antlered Second Rifle Seasons (No PLO or Either-sex tags included),0,1153,17,1249,11,15%,1255,2.499999999999997,"2,253","1,570",70%,38.53642636979747,-108.21759216987664,"1,441,839","1,004,509",62 Antlered Second Rifle Seasons (No PLO or Either-sex tags included),605.4,869,https://webmap.onxmaps.com/hunt/map#9.45/38.5364263697975/-108.217592169877,"EM062O1R,EF062O1R,EM062O1M,EF062O1M,EF062O2R,EF062O3R,EE062O4R,EF062O4R,EE062P1R,EE062P1A,EF062P2R,EF062P3R,EE062P4R,EF062P4R,EE000U1A,EM000U2R,EM000U3R,EE062V1A",OTC2R,Second Season Antlered
63,NA,39,NA,NA,39,228,17,Not Reported,Antlered Second Rifle Seasons (No PLO or Either-sex tags included),0,236,16,218,14,16%,227,1.4999999999999982,  606,  299,49%,38.62453940161764,-107.61512352326248,"  387,568","  191,115",63 Antlered Second Rifle Seasons (No PLO or Either-sex tags included),376.5,763.5,https://webmap.onxmaps.com/hunt/map#9.45/38.6245394016176/-107.615123523262,"EM063O1R,EF063O1R,EM063O1M,EF063O1M,EF063O2R,EF063O3R,EM063O4R,EF063O4R,EE053P1R,EE053P4R,EF063P5R,EF053P5R,EE000U1A,EM000U2R,EM000U3R,EE063V1A",OTC2R,Second Season Antlered
64,NA,26,NA,NA,26,136,19,Not Reported,Antlered Second Rifle Seasons (No PLO or Either-sex tags included),0,141,18,129,16,18%,135,1.4999999999999964,  441,  164,37%,38.588762178656246,-107.81300426936494,"  282,369","  105,148",64 Antlered Second Rifle Seasons (No PLO or Either-sex tags included),308.2,827.8,https://webmap.onxmaps.com/hunt/map#9.45/38.5887621786562/-107.813004269365,"EE064O1R,EF064O1R,EM064O1M,EF064O1M,EF064O2R,EF064O3R,EE064O4R,EF064O4R,EE064P1R,EF064P1R,EE064P1A,EF064P2R,EF064P3R,EE064P4R,EF064P4R,EF064P5R,EE000U1A,EM000U2R,EM000U3R,EE064V1A",OTC2R,Second Season Antlered
65,NA,119,NA,NA,119,474,25,Not Reported,Antlered Second Rifle Seasons (No PLO or Either-sex tags included),0,518,21,453,21,22%,482,2.0000000000000018,"1,089",  577,53%,38.207575030010986,-107.64883908520822,"  697,180","  369,556",65 Antlered Second Rifle Seasons (No PLO or Either-sex tags included),435.1,820.9,https://webmap.onxmaps.com/hunt/map#9.45/38.207575030011/-107.648839085208,"EE064O1R,EF064O1R,EM064O1M,EF064O1M,EF064O2R,EF064O3R,EE064O4R,EF064O4R,EE064P1R,EF064P1R,EE064P1A,EF064P2R,EF064P3R,EE064P4R,EF064P4R,EE000U1A,EM000U2R,EM000U3R,EE064V1A",OTC2R,Second Season Antlered
68,NA,88,NA,NA,88,676,13,Not Reported,Antlered Second Rifle Seasons (No PLO or Either-sex tags included),0,611,6,585,9,9%,624,1.9999999999999987,  973,  831,85%,38.010223347673545,-106.4544830480559,"  622,756","  532,095",68 Antlered Second Rifle Seasons (No PLO or Either-sex tags included),694.7,813.1,https://webmap.onxmaps.com/hunt/map#9.45/38.0102233476735/-106.454483048056,"EM068O1R,EM068O1M,EF068O1M,EF068O2R,EF068O3R,EM068O4R,EF068O4R,EF068P5R,EE000U1A,EM000U2R,EM000U3R,EE068V1A",OTC2R,Second Season Antlered
70,NA,281,NA,NA,281,879,32,Not Reported,Antlered Second Rifle Seasons (No PLO or Either-sex tags included),0,875,21,857,35,29%,870,-1.5000000000000027,"2,438","1,646",68%,38.06205432593087,-108.4681734858138,"1,560,511","1,053,575",70 Antlered Second Rifle Seasons (No PLO or Either-sex tags included),360.5,534,https://webmap.onxmaps.com/hunt/map#9.45/38.0620543259309/-108.468173485814,"EM070O1R,EF070O1R,EM070O1M,EF070O1M,EM070O1A,EF070O1A,EF070O2R,EF070O3R,EM070O4R,EF070O4R,EE070P1R,EE070P1A,EF070P2R,EF070P3R,EE070P4R,EF070P4R,EF070P5R,EM000U2R,EM000U3R",OTC2R,Second Season Antlered
71,NA,120,NA,NA,120,778,15,Not Reported,Antlered Second Rifle Seasons (No PLO or Either-sex tags included),0,768,12,723,14,14%,756,0.4999999999999989,  832,  705,85%,37.68912560055293,-108.1686524310337,"  532,418","  450,924",71 Antlered Second Rifle Seasons (No PLO or Either-sex tags included),935.2,1104.2,https://webmap.onxmaps.com/hunt/map#9.45/37.6891256005529/-108.168652431034,"EM071O1R,EF071O1R,EM071O1M,EF071O1M,EM071O1A,EF071O1A,EF071O2R,EF071O3R,EM071O4R,EF071O4R,EM071P1R,EF071P1R,EE071P1A,EM071P4R,EF071P4R,EM000U2R,EM000U3R",OTC2R,Second Season Antlered
72,NA,36,NA,NA,36,176,20,Not Reported,Antlered Second Rifle Seasons (No PLO or Either-sex tags included),0,100,13,133,13,15%,136,3.5000000000000013,"1,549",  450,29%,37.3621385557631,-108.8709270808574,"  991,469","  287,760",72 Antlered Second Rifle Seasons (No PLO or Either-sex tags included),113.6,391.4,https://webmap.onxmaps.com/hunt/map#9.45/37.3621385557631/-108.870927080857,"EM071O1R,EF071O1R,EM071O1M,EF071O1M,EM071O1A,EF071O1A,EF072O2R,EF072O3R,EM071O4R,EF072O4R,EM071P1R,EF071P1R,EE071P1A,EM071P4R,EF071P4R,EF072P5R,EM000U2R,EM000U3R",OTC2R,Second Season Antlered
73,NA,29,NA,NA,29,255,11,Not Reported,Antlered Second Rifle Seasons (No PLO or Either-sex tags included),0,195,5,199,9,8%,216,1.0000000000000007,"1,410",  372,26%,37.285197431193275,-108.42503834031734,"  902,386","  238,005",73 Antlered Second Rifle Seasons (No PLO or Either-sex tags included),180.9,685.7,https://webmap.onxmaps.com/hunt/map#9.45/37.2851974311933/-108.425038340317,"EM071O1R,EF071O1R,EM071O1M,EF071O1M,EM071O1A,EF071O1A,EF073O2R,EF073O3R,EM071O4R,EF073O4R,EM071P1R,EF071P1R,EE071P1A,EM071P4R,EF071P4R,EM000U2R,EM000U3R",OTC2R,Second Season Antlered
74,NA,74,NA,NA,74,364,20,Not Reported,Antlered Second Rifle Seasons (No PLO or Either-sex tags included),0,412,18,453,18,19%,410,0.9999999999999978,  949,  822,87%,37.58237325661164,-107.8598842156596,"  607,210","  525,831",74 Antlered Second Rifle Seasons (No PLO or Either-sex tags included),383.7,443,https://webmap.onxmaps.com/hunt/map#9.45/37.5823732566116/-107.85988421566,"EM074O1R,EF074O1R,EM074O1M,EF074O1M,EM074O1A,EF074O1A,EF074O2R,EF074O3R,EM074O4R,EF074O4R,EM074P1R,EF074P1R,EE074P1A,EM074P4R,EF074P4R,EM000U2R,EM000U3R",OTC2R,Second Season Antlered
75,NA,88,NA,NA,88,372,24,Not Reported,Antlered Second Rifle Seasons (No PLO or Either-sex tags included),0,424,11,372,20,18%,389,1.9999999999999962,"1,024",  458,45%,37.35958262055689,-107.7066990303414,"  655,379","  292,961",75 Antlered Second Rifle Seasons (No PLO or Either-sex tags included),363.3,812.7,https://webmap.onxmaps.com/hunt/map#9.45/37.3595826205569/-107.706699030341,"EM075O1R,EF075O1R,EM075O1M,EF075O1M,EM075O1A,EF075O1A,EF075O2R,EF075O3R,EM075O4R,EF075O4R,EE075P1A,EM075P4R,EF075P4R,EM000U2R,EM000U3R",OTC2R,Second Season Antlered
77,NA,229,NA,NA,229,1017,22,Not Reported,Antlered Second Rifle Seasons (No PLO or Either-sex tags included),0,1183,10,1168,15,16%,1123,3.4999999999999996,  884,  731,83%,37.40730591222063,-107.2234632446801,"  565,729","  467,801",77 Antlered Second Rifle Seasons (No PLO or Either-sex tags included),1150.5,1391.4,https://webmap.onxmaps.com/hunt/map#9.45/37.4073059122206/-107.22346324468,"EM077O1R,EF077O1R,EM077O1M,EF077O1M,EM077O1A,EF077O1A,EF077O2R,EF077O3R,EM077O4R,EF077O4R,EM077P1R,EF077P1R,EE077P1A,EM077P4R,EF077P4R,EM000U2R,EM000U3R",OTC2R,Second Season Antlered
78,NA,235,NA,NA,235,859,27,Not Reported,Antlered Second Rifle Seasons (No PLO or Either-sex tags included),0,989,13,889,18,19%,912,4.500000000000001,"1,207",  754,62%,37.23569931913964,-106.85877931642676,"  772,372","  482,286",78 Antlered Second Rifle Seasons (No PLO or Either-sex tags included),711.8,1139.9,https://webmap.onxmaps.com/hunt/map#9.45/37.2356993191396/-106.858779316427,"EM077O1R,EF077O1R,EM077O1M,EF077O1M,EM077O1A,EF077O1A,EF077O2R,EF077O3R,EM077O4R,EF077O4R,EM077P1R,EF077P1R,EE077P1A,EM077P4R,EF077P4R,EM000U2R,EM000U3R",OTC2R,Second Season Antlered
80,NA,176,NA,NA,176,1067,16,Not Reported,Antlered Second Rifle Seasons (No PLO or Either-sex tags included),0,1091,11,1075,14,14%,1078,0.9999999999999992,"1,411",  861,61%,37.4838692285095,-106.30564356831646,"  903,168","  551,158",80 Antlered Second Rifle Seasons (No PLO or Either-sex tags included),756.1,1239,https://webmap.onxmaps.com/hunt/map#9.45/37.4838692285095/-106.305643568316,"EM080O1R,EM080O1M,EF080O1M,EE080O1A,EF080O2R,EF080O3R,EM080O4R,EF080O4R,EF080P5R,EM000U2R,EM000U3R",OTC2R,Second Season Antlered
81,NA,201,NA,NA,201,1291,16,Not Reported,Antlered Second Rifle Seasons (No PLO or Either-sex tags included),0,1252,13,1116,13,14%,1220,1.4999999999999982,"1,916","1,349",70%,37.17645855773902,-106.21674884894992,"1,226,457","  863,351",81 Antlered Second Rifle Seasons (No PLO or Either-sex tags included),673.7,957,https://webmap.onxmaps.com/hunt/map#9.45/37.176458557739/-106.21674884895,"EM080O1R,EM080O1M,EF080O1M,EE080O1A,EF081O2R,EF081O3R,EM080O4R,EF081O4R,EF081P5R,EM000U2R,EM000U3R",OTC2R,Second Season Antlered
82,NA,42,NA,NA,42,344,12,Not Reported,Antlered Second Rifle Seasons (No PLO or Either-sex tags included),0,303,20,343,11,14%,330,0.49999999999999417,"1,751",  972,56%,37.87394169273942,-105.73015996019376,"1,120,579","  622,224",82 Antlered Second Rifle Seasons (No PLO or Either-sex tags included),196.5,353.8,https://webmap.onxmaps.com/hunt/map#9.45/37.8739416927394/-105.730159960194,"EE082O1R,EF082O1R,EE082O1M,EF082O1M,EF682O1M,EF082O2R,EF082O3R,EE082O4R,EF082O4R,EE000U1A,EF000U1A,EM000U2R,EM000U3R,EE082V1A,EF082V1A",OTC2R,Second Season Antlered
85,NA,107,NA,NA,107,560,19,Not Reported,Antlered Second Rifle Seasons (No PLO or Either-sex tags included),0,591,15,617,17,17%,589,0.9999999999999978,"1,866",  280,15%,37.42278485238103,-104.9009267551865,"1,194,176","  179,086",85 Antlered Second Rifle Seasons (No PLO or Either-sex tags included),300.1,2001.3,https://webmap.onxmaps.com/hunt/map#9.45/37.422784852381/-104.900926755187,"EF085L1R,EE085O1R,EE085O1M,EF085O1M,EF085O2R,EF085O3R,EE085O4R,EF085O4R,EE085P1R,EF085P5R,EF085P6R,EE000U1A,EF000U1A,EM000U2R,EM000U3R,EE085V1A,EF085V1A,EE084W1R,EF084W1R,EF084W3R,EF084W5R,EE085W1R,EF085W1R",OTC2R,Second Season Antlered
86,NA,49,NA,NA,49,388,13,Not Reported,Antlered Second Rifle Seasons (No PLO or Either-sex tags included),0,371,14,413,12,13%,391,0.49999999999999734,  801,  445,56%,38.215358434113504,-105.66933804392954,"  512,901","  284,886",86 Antlered Second Rifle Seasons (No PLO or Either-sex tags included),484.1,871.6,https://webmap.onxmaps.com/hunt/map#9.45/38.2153584341135/-105.66933804393,"EE086O1R,EE086O1M,EF086O1M,EF086O2R,EF086O3R,EE086O4R,EF086O4R,EE086P1R,EF086P5R,EE000U1A,EF000U1A,EM000U2R,EM000U3R,EE086V1A,EF086V1A",OTC2R,Second Season Antlered
131,NA,25,NA,NA,25,141,18,Not Reported,Antlered Second Rifle Seasons (No PLO or Either-sex tags included),0,125,28,150,25,24%,139,-3.5000000000000058,  334,   36,11%,40.3547959364852,-106.98289361365448,"  213,465","   22,733",131 Antlered Second Rifle Seasons (No PLO or Either-sex tags included),422.7,3969.5,https://webmap.onxmaps.com/hunt/map#9.45/40.3547959364852/-106.982893613654,"EM011O1R,EF011O1R,EE011O1M,EF011O1M,EM011O2R,EF131O2R,EM011O3R,EF131O3R,EM131O4R,EF131O4R,EE011P1R,EE011P1A,EF131P2R,EF131P3R,EF131P4R,EF131P5R,EE000U1A,EM000U2R,EM000U3R,EE011V1A",OTC2R,Second Season Antlered
133,NA,10,NA,NA,10,23,42,Not Reported,Antlered Second Rifle Seasons (No PLO or Either-sex tags included),0,13,50,7,0,31%,14,21,  920,   30,3%,37.62023701702331,-104.44356098402986,"  588,528","   19,015",133 Antlered Second Rifle Seasons (No PLO or Either-sex tags included),25,774.1,https://webmap.onxmaps.com/hunt/map#9.45/37.6202370170233/-104.44356098403,"EF133L1R,EE133O1M,EF133O1M,EM133O4R,EE000U1A,EF000U1A,EE087U1A,EF133U1A,EM000U2R,EM000U3R",OTC2R,Second Season Antlered
134,NA,7,NA,NA,7,13,50,Not Reported,Antlered Second Rifle Seasons (No PLO or Either-sex tags included),0,18,51,21,65,55%,17,-7.500000000000013,  632,    4,1%,37.455709017216144,-104.30938640767955,"  404,550","    2,726",134 Antlered Second Rifle Seasons (No PLO or Either-sex tags included),20.6,3052,https://webmap.onxmaps.com/hunt/map#9.45/37.4557090172161/-104.30938640768,"EF133L1R,EE133O1M,EF133O1M,EM133O4R,EE000U1A,EF000U1A,EE087U1A,EF133U1A,EM000U2R,EM000U3R",OTC2R,Second Season Antlered
140,NA,33,NA,NA,33,49,66,Not Reported,Antlered Second Rifle Seasons (No PLO or Either-sex tags included),0,20,68,37,64,66%,35,0.9999999999999916,  723,   33,5%,37.09455404038734,-104.2229487686456,"  462,543","   21,286",140 Antlered Second Rifle Seasons (No PLO or Either-sex tags included),67.8,1473.3,https://webmap.onxmaps.com/hunt/map#9.45/37.0945540403873/-104.222948768646,"EF085L1R,EE085O1R,EE085O1M,EF085O1M,EF085O2R,EF085O3R,EE085O4R,EF085O4R,EE085P1R,EF085P5R,EF085P6R,EE000U1A,EF000U1A,EM000U2R,EM000U3R,EE085V1A,EF085V1A",OTC2R,Second Season Antlered
141,NA,6,NA,NA,6,10,66,Not Reported,Antlered Second Rifle Seasons (No PLO or Either-sex tags included),0,13,24,17,60,50%,13,3.0000000000000027,  378,    1,0%,37.29565413878794,-104.14405079302742,"  241,723",      594,141 Antlered Second Rifle Seasons (No PLO or Either-sex tags included),26.5,NA,https://webmap.onxmaps.com/hunt/map#9.45/37.2956541387879/-104.144050793027,"EF133L1R,EE133O1M,EF133O1M,EM133O4R,EE000U1A,EF000U1A,EE087U1A,EF133U1A,EM000U2R,EM000U3R",OTC2R,Second Season Antlered
142,NA,10,NA,NA,10,46,21,Not Reported,Antlered Second Rifle Seasons (No PLO or Either-sex tags included),0,33,46,62,39,35%,47,-9.000000000000009,  586,    1,0%,37.49722632165355,-103.91826853715182,"  375,065",      477,142 Antlered Second Rifle Seasons (No PLO or Either-sex tags included),78.5,NA,https://webmap.onxmaps.com/hunt/map#9.45/37.4972263216535/-103.918268537152,"EF142L1R,EE133O1M,EF133O1M,EM133O4R,EE000U1A,EF000U1A,EE087U1A,EF133U1A,EM000U2R,EM000U3R",OTC2R,Second Season Antlered
161,NA,19,NA,NA,19,389,5,Not Reported,Antlered Second Rifle Seasons (No PLO or Either-sex tags included),0,406,6,346,8,6%,380,-1.5000000000000009,  714,  531,74%,40.87823554952699,-106.5314186789568,"  457,058","  339,930",161 Antlered Second Rifle Seasons (No PLO or Either-sex tags included),544.7,732.4,https://webmap.onxmaps.com/hunt/map#9.45/40.878235549527/-106.531418678957,"EE006O1R,EF006O1R,EE006O1M,EF006O1M,EF006O2R,EF161O3R,EE161O4R,EF161O4R,EE006P1R,EF006P5R,EE000U1A,EF000U1A,EM000U2R,EM000U3R,EE006V1A,EF006V1A,EE006W1R,EF006W1R,EF006W2R,EF006W3R,EF006W4R",OTC2R,Second Season Antlered
171,NA,23,NA,NA,23,223,10,Not Reported,Antlered Second Rifle Seasons (No PLO or Either-sex tags included),0,271,7,244,6,8%,246,2.0000000000000004,  444,  339,76%,40.51331220378768,-106.10143313372352,"  284,160","  216,814",171 Antlered Second Rifle Seasons (No PLO or Either-sex tags included),502.3,658.3,https://webmap.onxmaps.com/hunt/map#9.45/40.5133122037877/-106.101433133724,"EE006O1R,EF006O1R,EE006O1M,EF006O1M,EF006O2R,EF017O3R,EF017O4R,EE171O4R,EE006P1R,EF006P5R,EE000U1A,EF000U1A,EM000U2R,EM000U3R,EE006V1A,EF006V1A,EE006W1R,EF006W1R,EF006W2R,EF006W3R,EF006W4R",OTC2R,Second Season Antlered
181,NA,16,NA,NA,16,138,12,Not Reported,Antlered Second Rifle Seasons (No PLO or Either-sex tags included),0,128,5,192,11,9%,153,0.4999999999999986,  313,  187,60%,40.233714818332615,-106.3873715171488,"  200,051","  119,416",181 Antlered Second Rifle Seasons (No PLO or Either-sex tags included),441.5,739.6,https://webmap.onxmaps.com/hunt/map#9.45/40.2337148183326/-106.387371517149,"EF181L1R,EE018O1R,EF018O1R,EE018O1M,EF018O1M,EF181O2R,EF181O3R,EE018O4R,EF181O4R,EE018P1R,EE018P4R,EF181P5R,EE000U1A,EF000U1A,EM000U2R,EM000U3R,EE018V1A,EF018V1A",OTC2R,Second Season Antlered
211,NA,70,NA,NA,70,318,22,Not Reported,Antlered Second Rifle Seasons (No PLO or Either-sex tags included),0,364,15,416,34,24%,366,-6.0000000000000036,  743,  330,44%,40.29880865977781,-107.91969962140058,"  475,697","  210,889",211 Antlered Second Rifle Seasons (No PLO or Either-sex tags included),427.8,965.1,https://webmap.onxmaps.com/hunt/map#9.45/40.2988086597778/-107.919699621401,"EF211L1R,EM011O1R,EF011O1R,EE011O1M,EF011O1M,EF011O2R,EM011O2R,EM011O3R,EF011O3R,EM011O4R,EF011O4R,EE011P1R,EE011P1A,EF011P5R,EE000U1A,EM000U2R,EM000U3R,EE011V1A,EE011W1R,EF011W1R,EF011W3R,EE211W1R,EF211W1R",OTC2R,Second Season Antlered
214,NA,7,NA,NA,7,87,7,Not Reported,Antlered Second Rifle Seasons (No PLO or Either-sex tags included),0,113,8,187,15,10%,129,-4.000000000000001,  401,   90,22%,40.642251620729446,-107.00814944638188,"  256,679","   57,506",214 Antlered Second Rifle Seasons (No PLO or Either-sex tags included),216.9,968.2,https://webmap.onxmaps.com/hunt/map#9.45/40.6422516207294/-107.008149446382,"EF003O1R,EM214O1R,EE014O1M,EF014O1M,EM003O2R,EF214O2R,EM003O3R,EF214O3R,EM214O4R,EF214O4R,EE003P1R,EE003P1A,EF014P5R,EM000U2R,EM000U3R,EE014V1A,EF214W5R,EF441W2R,EE441W1R,EF441W1R,EF441W3R,EE214W2R,EF214W2R,EF214W4R,EE214W1R,EF214W1R,EF214W3R",OTC2R,Second Season Antlered
231,NA,12,NA,NA,12,182,7,Not Reported,Antlered Second Rifle Seasons (No PLO or Either-sex tags included),0,173,16,168,18,14%,174,-5.500000000000005,  306,  194,63%,40.167070670182646,-107.09189663437051,"  195,650","  124,189",231 Antlered Second Rifle Seasons (No PLO or Either-sex tags included),595.3,937.9,https://webmap.onxmaps.com/hunt/map#9.45/40.1670706701826/-107.091896634371,"EM011O1R,EF011O1R,EE025O1M,EF025O1M,EM011O2R,EF231O2R,EM011O3R,EF231O3R,EM231O4R,EF231O4R,EE011P1R,EE011P1A,EE231P2R,EE231P3R,EE231P4R,EF025P5R,EE000U1A,EM000U2R,EM000U3R,EE025V1A",OTC2R,Second Season Antlered
301,NA,0,NA,NA,0,79,0,Not Reported,Antlered Second Rifle Seasons (No PLO or Either-sex tags included),0,114,12,157,11,8%,117,-5.500000000000005,  641,   82,13%,40.583051909491914,-107.68891866903346,"  410,309","   52,491",301 Antlered Second Rifle Seasons (No PLO or Either-sex tags included),123.2,963.2,https://webmap.onxmaps.com/hunt/map#9.45/40.5830519094919/-107.688918669033,"EF003L1R,EF003O1R,EM003O1R,EE003O1M,EF003O1M,EE003O1R,EM003O2R,EF003O2R,EM003O3R,EF003O3R,EM003O4R,EF003O4R,EE003O4R,EE003P1R,EE003P1A,EF003P5R,EE000U1A,EF000U1A,EM000U2R,EM000U3R,EE003V1A,EF301W4R,EF441W2R,EF003W5R,EF004W5R,EE441W1R,EF441W1R,EF441W3R,EE214W2R,EF214W2R,EF214W4R,EE003W1R,EE003W3R,EF003W1R,EF003W3R,EE301W1R,EF301W1R,EF301W3R,EE301W2R,EF301W2R,EE004W1R,EE004W3R,EF004W1R,EF004W3R",OTC2R,Second Season Antlered
361,NA,10,NA,NA,10,52,19,Not Reported,Antlered Second Rifle Seasons (No PLO or Either-sex tags included),0,122,13,103,27,20%,92,-4.000000000000001,  141,  104,74%,39.89495921400766,-106.50344458857867,"   89,972","   66,513",361 Antlered Second Rifle Seasons (No PLO or Either-sex tags included),369.9,500.4,https://webmap.onxmaps.com/hunt/map#9.45/39.8949592140077/-106.503444588579,"EF361L1R,EE035O1R,EF035O1R,EM035O1M,EF035O1M,EF036O2R,EF036O3R,EE036O4R,EF036O4R,EE035P1R,EF036P5R,EE000U1A,EM000U2R,EM000U3R,EE035V1A",OTC2R,Second Season Antlered
371,NA,13,NA,NA,13,92,14,Not Reported,Antlered Second Rifle Seasons (No PLO or Either-sex tags included),0,122,11,102,10,12%,105,1.9999999999999987,  291,  248,85%,39.702539987136355,-106.20568203677156,"  185,963","  158,930",371 Antlered Second Rifle Seasons (No PLO or Either-sex tags included),316.6,370.5,https://webmap.onxmaps.com/hunt/map#9.45/39.7025399871364/-106.205682036772,"EE371O1R,EF371O1R,EE028O1M,EF028O1M,EF371O2R,EF371O3R,EE371O4R,EF371O4R,EE371P1R,EE028P1A,EE371P4R,EF371P5R,EE000U1A,EM000U2R,EM000U3R,EE028V1A",OTC2R,Second Season Antlered
411,NA,19,NA,NA,19,158,12,Not Reported,Antlered Second Rifle Seasons (No PLO or Either-sex tags included),0,137,23,148,14,16%,148,-1.0000000000000053,  379,  234,62%,38.87365272060588,-108.0833378127964,"  242,806","  149,962",411 Antlered Second Rifle Seasons (No PLO or Either-sex tags included),416.5,674.3,https://webmap.onxmaps.com/hunt/map#9.45/38.8736527206059/-108.083337812796,"EM041O1R,EF041O1R,EM041O1M,EF041O1M,EE052O1A,EF411O2R,EF411O3R,EM041O4R,EF411O4R,EE041P1R,EE052P1A,EE041P4R,EF411P5R,EM000U2R,EM000U3R",OTC2R,Second Season Antlered
421,NA,81,NA,NA,81,569,14,Not Reported,Antlered Second Rifle Seasons (No PLO or Either-sex tags included),0,508,17,550,17,16%,542,-1.5000000000000027,  902,  593,66%,39.20112330396951,-107.87448947538192,"  576,978","  379,600",421 Antlered Second Rifle Seasons (No PLO or Either-sex tags included),631.2,959.3,https://webmap.onxmaps.com/hunt/map#9.45/39.2011233039695/-107.874489475382,"EM041O1R,EF041O1R,EM041O1M,EF041O1M,EE041O1A,EF421O2R,EF421O3R,EM041O4R,EF421O4R,EE041P1R,EE041P1A,EE041P4R,EF421P5R,EM000U2R,EM000U3R",OTC2R,Second Season Antlered
431,NA,13,NA,NA,13,49,27,Not Reported,Antlered Second Rifle Seasons (No PLO or Either-sex tags included),0,NA,NA,NA,NA,27%,49,NA,   NA,   NA,NA%,NA,NA,       NA,       NA,431 Antlered Second Rifle Seasons (No PLO or Either-sex tags included),NA,NA,https://webmap.onxmaps.com/hunt/map#9.45/NA/NA,"EE043O1R,EF043O1R,EM043O1M,EF043O1M,EF043O2R,EF043O3R,EE043O4R,EF043O4R,EE043P1R,EF043P5R,EE000U1A,EM000U2R,EM000U3R,EE043V1A,EF043V1A",OTC2R,Second Season Antlered
